"NSE Symbol","Regd Office City","Market Capitalisation","BSE-Quarterly Average Volume","NSE-Quarterly Average Volume","BSE-Yearly Average Volume","NSE-Yearly Average Volume","BSE Code"
"TARACHAND","Chandigarh","642.66","","394.97","","205.54",""
"TARAPUR","Mumbai","68.23","14.86","70.80","10.22","40.56","533203"
"TARC","New Delhi","4498.74","54.75","671.43","61.28","693.43","543249"
"TARIL","Ahmedabad Dist","12143.21","78.28","760.63","89.38","804.77","532928"
"TARMAT","Mumbai","127.83","9.16","56.92","8.05","61.27","532869"
"TARSONS","Kolkata","1507.60","12.94","56.12","17.33","68.19","543399"
"TASTYBITE","Pune","2272.96","0.26","2.26","0.31","3.44","519091"
"TATACAP","Mumbai","138552.53","1187.84","14855.00","1187.84","14855.00","544574"
"TATACHEM","Mumbai","22245.32","33.56","540.62","41.84","770.93","500770"
"TATACOFFEE","Kodagu","6439.84","","","","","532301"
"TATACOMM","Mumbai","52506.97","145.84","838.20","46.41","524.48","500483"
"TATACONSUM","Kolkata","117562.81","43.12","1148.93","50.06","1445.19","500800"
"TATAELXSI","Bengaluru","32638.81","13.07","171.45","16.33","217.08","500408"
"TATAGOLD","","","5821.18","44835.30","5821.18","17686.68","590140"
"TATAINVEST","Mumbai","38786.35","283.64","1602.28","75.18","464.75","501301"
"TATAMETALI","Kolkata","3508.42","","","","","513434"
"TATAMTRDVR","","39124.51","","","","","570001"
"TATAPOWER","Mumbai","125145.47","374.57","4214.61","492.94","6598.18","500400"
"TATASTEEL","Mumbai","221269.26","1620.47","24104.78","1503.27","30560.37","500470"
"TATASTLLP","Keonjhar Dist","3740.82","","","","","513010"
"TATATECH","Pune","27489.01","65.38","754.42","172.95","1467.94","544028"
"TATAUNISYS","Mumbai","","","","","","504290"
"TATAVASHIS","","129.44","","","","","523634"
"TATAYODOGA","Jamshedpur","91.73","","","3.71","","504961"
"TATIASKYLN","Chennai","6.06","2.37","","2.07","","526187"
"TATSILV","","","","31810.75","","9495.23",""
"TATVA","Bharuch","3393.02","11.47","193.26","8.87","117.37","543321"
"TAURIAN","Mumbai","275.56","","107.50","","107.50",""
"TBI","Sangli Dist","155.89","","30.37","","27.11",""
"TBOTEK","New Delhi","17135.15","22.81","359.28","68.82","250.96","544174"
"TBZ","Mumbai","1237.52","23.70","239.83","29.83","306.59","534369"
"TCI","Secunderabad","8903.78","1.29","21.30","2.08","31.35","532349"
"TCIEXP","Secunderabad","2563.32","1.61","24.31","3.33","33.83","540212"
"TCIFINANCE","Hyderabad","15.49","3.15","14.72","6.66","20.96","501242"
"TCL","Sriperumbudur","304.27","","42.56","","54.20",""
"TCNSBRANDS","Mumbai","3696.88","","","","","541700"
"TCPLPACK","Mumbai","3042.59","0.33","3.15","0.79","9.51","523301"
"TCPLTD","Chennai","","","","","",""
"TCS","Mumbai","1089424.24","222.48","2938.51","142.68","2627.87","532540"
"TDPOWERSYS","Bengaluru","12457.90","85.32","1371.32","134.85","1001.54","533553"
"TEAMGTY","Mumbai","242.86","0.38","3.05","2.69","19.11","511559"
"TEAMLEASE","Bengaluru","2837.72","2.18","23.29","5.59","44.20","539658"
"TECH","","","4.92","111.03","4.71","119.75","543472"
"TECHD","Ahmedabad","599.13","","191.71","","191.71",""
"TECHERA","Pune","439.04","","189.81","","90.33",""
"TECHIN","Chhatrapati Sambhajinagar - (Aurangabad)","21.73","","","3.38","7.07","526576"
"TECHLABS","New Delhi","734.45","","31.67","","48.46",""
"TECHM","Mumbai","138512.74","53.22","1696.42","49.62","1926.29","532755"
"TECHNOE","Kanpur","14811.33","28.65","220.90","23.98","309.70","542141"
"TECHNOELEC","Kolkata","1574.58","","","","","505397"
"TECHNOFAB","New Delhi","6.45","","","","","533216"
"TECILCHEM","Kottayam","39.48","0.56","0.67","0.57","1.67","506680"
"TEGA","Kolkata","12687.65","15.81","359.67","9.04","167.37","543413"
"TEJASCARGO","Faridabad","751.31","","4.37","","29.43",""
"TEJASNET","Bengaluru","9388.71","85.40","895.79","133.70","1543.51","540595"
"TELEPHNCAB","Chandigarh","","","","","","517159"
"TEMBO","Navi Mumbai","1233.84","","66.42","","51.70",""
"TERASOFT","Hyderabad","665.76","5.43","20.88","10.98","73.29","533982"
"TEXINFRA","Kolkata","1274.90","11.56","155.50","29.53","421.39","505400"
"TEXMOPIPES","Burhanpur","152.98","4.31","32.85","8.84","71.80","533164"
"TEXRAIL","Kolkata","5368.58","125.99","1287.38","197.84","2373.64","533326"
"TFCILTD","New Delhi","3140.37","333.67","3824.26","129.71","1892.61","526650"
"TFL","Mumbai","70.71","2.37","22.13","3.62","25.53","532812"
"TGBHOTELS","Ahmedabad","33.36","11.47","58.59","15.91","69.78","532845"
"TGL","Ahmedabad","48.60","","58.81","","51.08",""
"THANGAMAYL","Madurai","9564.56","6.65","105.71","5.39","77.39","533158"
"THEINVEST","Mumbai","679.15","7.84","16.96","4.97","29.74","530023"
"THEJO","Chennai","1895.96","","4.12","","7.84",""
"THELEELA","New Delhi","14074.65","39.07","528.20","61.59","709.09","544408"
"THEMISMED","Vapi","1092.06","48.34","477.73","25.98","264.43","530199"
"THERMAX","Pune","38713.29","8.01","192.79","7.05","162.62","500411"
"THESL","Mumbai","41.21","","34.50","","28.64",""
"THOMASCOOK","Mumbai","7222.69","117.92","1026.05","89.34","1276.81","500413"
"THOMASCOTT","Mumbai","585.20","3.77","39.40","5.63","34.99","533941"
"THYROCARE","Navi Mumbai","7019.30","26.36","399.41","12.00","179.20","539871"
"TI","Ahmednagar Dist","10197.33","117.24","1397.52","151.60","1911.00","507205"
"TICL","Kolkata","475.38","75.72","645.04","41.59","225.42","532738"
"TIGERLOGS","New Delhi","435.16","136.51","374.38","235.75","374.38","536264"
"TIIL","Mumbai","5280.83","0.93","13.40","1.24","15.38","532804"
"TIINDIA","Chennai","57671.44","12.93","314.59","10.64","350.40","540762"
"TIJARIA","Jaipur","16.60","9.38","46.31","11.15","30.33","533629"
"TIL","Kolkata","1931.46","3.77","20.09","8.84","31.24","505196"
"TIMESCAN","Chennai","43.15","","10.53","","9.53",""
"TIMETECHNO","Daman","9485.63","52.32","1224.32","63.59","1170.71","532856"
"TIMEXWATCH","New Delhi","3918.37","319.24","","267.96","","500414"
"TIMKEN","Bengaluru","22971.80","14.43","76.39","6.97","125.71","522113"
"TINNARUBR","New Delhi","1673.57","7.18","42.75","17.03","31.17","530475"
"TINPLATE","Kolkata","4505.42","","","","","504966"
"TIPSFILMS","Mumbai","185.32","0.91","6.25","1.26","9.58","543614"
"TIPSMUSIC","Mumbai","6491.29","13.42","269.76","15.75","254.77","532375"
"TIRUMALCHM","Mumbai","3288.56","19.00","290.43","28.40","434.10","500412"
"TIRUPATI","Pithampur","785.58","","4.39","","5.57",""
"TIRUPATIFL","Rajkot","469.78","","268.72","","213.65",""
"TITAGARH","Kolkata","11518.65","96.20","1352.64","151.53","2007.61","532966"
"TITAN","Hosur","335312.39","48.19","1055.61","38.96","990.68","500114"
"TMB","Thoothukkudi","7851.86","8.87","102.78","7.84","98.11","543596"
"TMPV","Mumbai","150183.89","998.02","13016.35","984.36","13410.95","500570"
"TMTINDIA","Hyderabad","2.99","0.26","","0.20","","522171"
"TNIDETF","","","","55.21","","75.26",""
"TNPETRO","Chennai","1040.52","36.97","263.27","32.58","302.11","500777"
"TNPL","Chennai","1048.54","42.20","458.93","27.74","337.86","531426"
"TNTELE","Chennai","52.62","16.09","45.54","18.36","57.60","523419"
"TOKYOPLAST","Daman","117.82","1.47","17.40","1.48","18.13","500418"
"TOLINS","Ernakulam","715.31","58.55","738.10","35.87","348.45","544254"
"TOP100CASE","","","81.13","807.72","103.45","590.49","544194"
"TOP10ADD","","","9.04","262.96","8.16","400.94","544247"
"TOP15IETF","","","7.32","146.63","6.40","122.53","544427"
"TORNTPHARM","Ahmedabad","120300.43","7.83","232.66","9.13","351.70","500420"
"TORNTPOWER","Ahmedabad","64104.09","57.65","570.42","31.17","598.10","532779"
"TORRENGUJ","Ahmedabad","140.50","","","","","523856"
"TORRENTAEC","Ahmedabad","","","","","","500004"
"TOTAL","Mumbai","107.76","","9.16","","21.53",""
"TOUCHWOOD","New Delhi","112.95","","25.79","","27.54",""
"TPHQ","New Delhi","73.45","659.12","2246.96","1276.38","3705.48","533048"
"TPINDIA","Thane Dist","66.03","92.47","","50.12","","500421"
"TPLPLASTEH","Dadra & Nagar Haveli","530.50","3.62","49.18","8.16","108.01","526582"
"TRACXN","Bengaluru","522.46","23.64","277.62","35.62","354.99","543638"
"TRANSCHEM","Mumbai","83.23","12.62","","11.89","","500422"
"TRANSFREIT","Mumbai","17.48","2.07","","7.56","","513063"
"TRANSPEK","Vadodara","792.93","5.43","","4.38","","506687"
"TRANSRAILL","Mumbai","9331.47","127.30","1596.40","176.78","2460.20","544317"
"TRANSTEEL","Bengaluru","279.44","","53.41","","125.74",""
"TRANSWIND","Ahmedabad","11.51","","8.80","","8.78",""
"TRANSWORLD","Navi Mumbai","534.56","1.46","18.13","4.35","50.41","520151"
"TRAVELFOOD","Mumbai","16920.16","14.35","221.26","29.39","402.16","544443"
"TREADS","Coimbatore","0.00","","","","",""
"TREEHOUSE","Mumbai","33.34","8.43","38.76","7.80","37.58","533540"
"TREJHARA","Navi Mumbai","356.45","3.22","25.30","3.10","23.43","542233"
"TREL","Mumbai","724.80","15.81","121.49","24.51","276.46","543955"
"TRENT","Mumbai","166321.92","37.81","894.07","42.54","1165.15","500251"
"TRF","Jamshedpur","346.09","4.12","40.88","3.59","42.64","505854"
"TRIDENT","Barnala","14304.35","688.70","4986.00","1241.79","10949.84","521064"
"TRIDHYA","Ahmedabad","39.59","","14.94","","30.40",""
"TRIGYN","Mumbai","225.54","10.83","72.31","11.65","84.91","517562"
"TRITON","New Delhi","39.98","77.69","","80.13","","523387"
"TRITURBINE","Noida","16720.50","33.73","514.23","88.25","1774.73","533655"
"TRIVENI","Noida","7816.85","18.25","265.60","30.24","599.80","532356"
"TRIVENSHET","Prayagraj","16.33","8.14","","13.50","","502281"
"TROM","Gandhinagar","86.48","","6.95","","19.66",""
"TRU","Mumbai","121.71","56.83","319.03","77.57","279.71","540268"
"TRUALT","Bagalkot","3549.30","140.34","1365.97","140.34","1365.97","544545"
"TRUST","Nagpur","141.52","","31.73","","39.90",""
"TSC","Jalandhar","83.45","","52.03","","83.38",""
"TSFINV","Chennai","13055.26","","320.69","","183.33",""
"TTKHLTCARE","Chennai","1600.26","0.20","3.03","0.24","6.20","507747"
"TTKPRESTIG","Hosur","9063.35","4.79","97.53","4.00","79.50","517506"
"TTL","New Delhi","232.22","17.28","116.17","23.03","191.37","514142"
"TTML","Navi Mumbai","10668.04","214.28","1126.70","843.79","8333.20","532371"
"TULSI","Jalgaon","2.72","","","","","532948"
"TULSYAN","Chennai","72.76","4.20","","4.81","","513629"
"TUNWAL","Pune","179.42","","95.64","","130.00",""
"TUTICORALK","Chennai","830.92","16.68","","56.02","","506808"
"TV18BRDCST","Mumbai","7772.91","","","","","532800"
"TVSELECT","Chennai","1131.70","20.97","260.86","9.88","123.23","532513"
"TVSHLTD","Chennai","30499.19","0.56","10.58","2.93","9.68","520056"
"TVSINVIT","","0.00","","208.93","","933.65",""
"TVSMOTOR","Chennai","163681.76","34.88","878.42","25.54","806.11","532343"
"TVSSCS","Madurai","5572.10","62.27","731.56","100.76","922.54","543965"
"TVSSRICHAK","Madurai","3138.66","0.83","12.31","0.61","8.28","509243"
"TVTODAY","New Delhi","864.30","6.01","51.87","8.91","90.96","532515"
"TVVISION","Mumbai","23.79","8.97","43.21","17.16","49.10","540083"
"UBL","Bengaluru","47697.37","16.16","170.31","7.92","200.87","532478"
"UCAL","Chennai","279.41","1.87","15.90","4.11","47.20","500464"
"UCL","Ahmedabad","46.35","","11.73","","17.86",""
"UCOBANK","Kolkata","40051.35","962.52","10112.72","945.78","10337.83","532505"
"UDAICEMENT","Udaipur","2028.59","81.66","455.94","85.23","496.61","530131"
"UDS","Chennai","1358.48","20.25","220.97","23.33","262.89","543996"
"UEL","Indore","4202.48","1.11","2.76","0.76","1.40","533644"
"UFBL","Bengaluru","760.23","9.94","94.50","15.67","165.93","543283"
"UFLEX","New Delhi","3839.85","1.92","36.26","4.28","67.69","500148"
"UFO","Mumbai","312.65","15.10","129.47","13.08","127.93","539141"
"UGARSUGAR","Sangli","474.64","15.51","150.45","29.72","272.96","530363"
"UGROCAP","Mumbai","2478.98","18.97","346.57","24.46","327.19","511742"
"UHTL","Nashik","143.01","","47.67","","72.15",""
"UJJIVAN","Bengaluru","7189.56","","","","","539874"
"UJJIVANSFB","Bengaluru","9915.94","1150.94","10283.50","1341.07","12228.08","542904"
"ULTRACEMCO","Mumbai","350859.75","8.40","239.70","8.55","298.36","532538"
"ULTRMARINE","Mumbai","1305.39","28.77","","29.54","","506685"
"UMA","Gandhinagar Dist","48.66","","11.16","","32.20",""
"UMAEXPORTS","Kolkata","150.35","7.01","48.13","11.45","129.37","543513"
"UMANGDAIRY","Amroha District","188.74","","","4.68","40.80","500231"
"UMESLTD","Kolkata","13.37","4.60","31.31","7.11","31.41","532398"
"UMIYA-MRO","Bengaluru","169.92","12.14","134.69","7.34","59.11","532376"
"UNICHEMLAB","Mumbai","3303.79","2.01","21.78","3.51","52.12","506690"
"UNIDT","New Delhi","412.15","1.39","10.60","3.03","29.85","522014"
"UNIECOM","New Delhi","1388.69","48.06","461.39","62.49","625.72","544227"
"UNIENTER","Vapi","1044.23","1.81","5.20","3.07","13.16","500429"
"UNIFLEX","Mumbai","30.73","","","","","500427"
"UNIHEALTH","Mumbai","242.34","","16.21","","19.98",""
"UNIINFO","Indore","17.04","","7.81","","23.50",""
"UNILEX","Mumbai","55.83","","13.21","","19.52",""
"UNIMECH","Bengaluru","4963.89","9.92","53.05","22.53","222.68","544322"
"UNIONBANK","Mumbai","114542.25","644.13","10611.85","561.52","12562.66","532477"
"UNIONGOLD","","","0.62","47.30","10.77","82.17","544363"
"UNIPARTS","New Delhi","2196.89","28.64","382.76","13.74","147.90","543689"
"UNIPLY","Chennai","66.56","","","","","532646"
"UNITDSPR","Bengaluru","103011.06","42.55","1097.39","27.52","995.07","532432"
"UNITECH","New Delhi","1789.55","877.97","3398.45","1198.60","3285.85","507878"
"UNITEDBNK","Kolkata","4063.05","","","","","533171"
"UNITEDPOLY","Ahmedabad","1024.10","","164.86","","169.52",""
"UNITEDTEA","Coimbatore","215.60","","5.28","","8.95",""
"UNITY","Mumbai","9.67","","","","","532746"
"UNIVAFOODS","Mumbai","10.74","0.16","13.83","0.46","18.30","526683"
"UNIVASTU","Pune","251.22","","70.50","","57.00",""
"UNIVCABLES","Satna","2512.29","2.75","50.98","4.75","67.93","504212"
"UNIVPHOTO","Bulandshahar Dist","301.36","0.87","4.71","2.31","12.24","542933"
"UNIWORTINT","Kolkata","","","","","","514282"
"UNOMINDA","New Delhi","71130.23","30.38","930.08","30.57","830.16","532539"
"UPL","Valsad","62108.09","71.08","2229.60","74.95","2502.95","512070"
"URAVIDEF","Mumbai","248.95","10.03","32.52","5.02","17.94","543930"
"URBAN","Nagpur","156.10","","26.28","","35.18",""
"URBANCO","New Delhi","20729.98","2404.67","25027.14","2404.67","25027.14","544515"
"URJA","New Delhi","699.29","231.75","1042.43","279.63","1054.11","526987"
"USASEEDS","Rajkot","169.03","","2.25","","1.92",""
"USHAFIN","Delhi","186.94","","20.03","","31.75",""
"USHAINDIA","Sultanpur","","","","","","500431"
"USHAMART","Kolkata","14079.08","79.20","979.87","45.49","815.97","517146"
"USHDEVINT","Mumbai","34.86","","","","","511736"
"USK","Davangere","141.11","12.75","75.96","22.30","133.38","543861"
"UTIAMC","Mumbai","15500.15","7.57","154.22","9.99","220.51","543238"
"UTIBANKETF","","","7.43","370.29","10.96","917.59","543226"
"UTINEXT50","","","5.25","127.15","8.36","150.79","540669"
"UTINIFTETF","","","3.46","123.66","2.71","281.81","539313"
"UTISENSETF","","","1.18","6.96","0.56","3.36","539312"
"UTISUNDER","","0.00","","","","","590102"
"UTISXN50","","","0.39","5.22","0.65","5.24","542513"
"UTKARSHBNK","Varanasi","3046.54","658.04","6368.42","417.36","3680.15","543942"
"UTSSAV","Mumbai","624.11","","93.77","","73.09",""
"UTTAMSUGAR","Haridwar Dist","911.88","9.20","87.49","7.74","84.76","532729"
"UWCSL","Faridabad","57.73","","2.15","","2.83",""
"UYFINCORP","Kolkata","294.68","131.54","618.85","53.16","245.76","530579"
"V2RETAIL","New Delhi","8489.31","12.23","133.40","7.83","79.55","532867"
"VADILALIND","Ahmedabad","3808.62","0.90","11.02","2.02","22.27","519156"
"VAIBHAVGBL","Jaipur","4439.68","58.55","927.58","48.09","582.29","532156"
"VAISHALI","Mumbai","128.37","","410.29","","493.22",""
"VAKRANGEE","Mumbai","902.30","527.12","3479.30","1170.33","7587.60","511431"
"VAL30IETF","","","7.62","106.70","11.24","123.34","544275"
"VALECHAENG","Mumbai","42.81","","","","","532389"
"VALIANTLAB","Mumbai","434.50","4.93","58.08","10.08","94.33","543998"
"VALIANTORG","Mumbai","848.40","2.25","12.94","7.48","60.88","540145"
"VALUEIND","Chhatrapati Sambhajinagar - (Aurangabad)","8.90","","","","","500945"
"VARDHACRLC","Ludhiana","324.11","","48.81","","51.72",""
"VARDMNPOLY","Ludhiana","350.60","55.38","382.77","82.17","466.65","514175"
"VARROC","Chhatrapati Sambhajinagar - (Aurangabad)","9556.79","12.05","226.09","20.61","318.89","541578"
"VARUNSHIP","Mumbai","146.41","","","","","500465"
"VASA","Mumbai","3.00","","6.22","","8.30",""
"VASCONEQ","Pune","1452.76","555.55","5499.00","225.39","2165.10","533156"
"VASWANI","Raipur","195.47","12.24","78.11","16.53","122.83","533576"
"VATSALTD","Mumbai","","","","","","511371"
"VBDESAIFIN","Mumbai","11.46","1.97","","2.97","","511110"
"VBL","New Delhi","159596.05","550.26","6044.14","407.06","7409.34","540180"
"VCL","Ahmedabad","16.54","","312.52","","404.74",""
"VDEAL","Khordha","98.40","","8.41","","12.71",""
"VEDL","Mumbai","197396.39","664.97","10274.75","530.54","9295.85","500295"
"VEEDOL","Kolkata","3021.50","1.81","29.86","2.03","21.75","590005"
"VEEKAYEM","Mumbai","153.94","","6.55","","5.77",""
"VEGPROFOOD","Jalaun","","","","","","519140"
"VELS","Chennai","79.38","","2.72","","9.30",""
"VENKEYS","Pune","2142.82","3.12","45.75","2.43","37.28","523261"
"VENLONPOLY","Mysore","35.16","8.38","","4.94","","524038"
"VENTIVE","Pune","16861.70","6.21","111.70","25.09","297.66","544321"
"VENUSPIPES","Kachahh","2609.40","5.31","57.53","7.62","84.68","543528"
"VENUSREM","Chandigarh","590.95","1.94","22.45","4.02","47.27","526953"
"VERA","Bhavnagar","34.50","","1.50","","4.88",""
"VERANDA","Chennai","2212.84","36.79","529.10","41.76","310.15","543514"
"VERITAAS","Kolkata","16.94","","3.04","","3.88",""
"VERTEXPLUS","Jaipur","69.40","","5.63","","13.06",""
"VERTIS","Mumbai","","","670.27","","670.27",""
"VERTOZ","Mumbai","596.70","","168.40","","1000.14",""
"VESUVIUS","Kolkata","9969.43","9.91","113.04","4.95","61.68","520113"
"VETO","Vasai","223.64","4.82","44.85","8.06","73.25","539331"
"VGINFOTECH","Nagpur","401.38","","93.31","","213.75",""
"VGL","Ahmedabad","367.27","5.91","26.13","13.70","35.47","514274"
"VGUARD","Ernakulam","16190.57","107.31","411.03","50.45","363.81","532953"
"VHL","Ludhiana","1172.57","0.09","0.98","0.37","2.39","500439"
"VHLTD","Hyderabad","865.01","15.50","21.01","8.54","16.00","523796"
"VIAZ","Ahmedabad","108.84","","19.56","","14.14",""
"VIDEOIND","Chhatrapati Sambhajinagar - (Aurangabad)","242.48","","","","","511389"
"VIDHIING","Mumbai","1600.74","9.90","15.83","7.79","31.05","531717"
"VIESL","Pune","564.19","","62.03","","81.43",""
"VIGOR","Jamnagar","81.88","","81.90","","81.90",""
"VIJAYA","Hyderabad","10466.64","6.36","127.22","27.87","615.74","543350"
"VIJAYABANK","Bengaluru Dist","6012.12","","","","","532401"
"VIJAYPD","Mumbai","86.12","","410.29","","410.29",""
"VIJIFIN","Indore","42.89","25.32","93.21","42.92","207.41","537820"
"VIKASECO","New Delhi","258.23","765.61","2904.04","1422.20","4844.47","530961"
"VIKASLIFE","New Delhi","370.79","989.71","3581.93","1569.47","5277.60","542655"
"VIKASPROP","Siwani","18.01","290.62","","339.91","","531518"
"VIKASWSP","Siwani","27.60","98.20","","141.15","","519307"
"VIKRAMSOLR","Kolkata","11395.90","838.65","6627.57","838.65","6627.57","544488"
"VIKRAN","Thane","2461.76","1072.33","11004.60","1072.33","11004.60","544496"
"VILAS","Vadodara","975.41","","28.14","","39.38",""
"VILINBIO","Hyderabad","36.97","","11.00","","21.11",""
"VIMTALABS","Hyderabad","2770.22","281.33","1890.97","166.81","1084.36","524394"
"VINATIORGA","Mahad","17338.60","4.70","47.37","7.27","61.77","524200"
"VINCOFE","Secunderabad","2460.68","103.42","2126.42","120.52","1315.95","538920"
"VINDHYATEL","Rewa","1608.58","0.58","7.50","1.80","18.31","517015"
"VINEETLAB","Hyderabad","41.44","10.91","100.14","6.17","50.60","543298"
"VINNY","Ahmedabad","57.69","134.37","474.95","267.17","792.16","543670"
"VINSYS","Pune","565.10","","51.71","","24.92",""
"VINYAS","Mysore","1487.77","","6.87","","12.11",""
"VINYLINDIA","Mumbai","494.28","1.74","12.27","2.56","23.33","524129"
"VIPCLOTHNG","Mumbai","342.17","23.29","232.65","37.80","404.38","532613"
"VIPIND","Mumbai","5664.30","204.55","338.66","90.10","678.94","507880"
"VIPULLTD","New Delhi","128.27","73.06","388.89","111.82","389.38","511726"
"VIRINCHI","Hyderabad","278.79","46.59","203.12","57.94","310.63","532372"
"VISAKAIND","Secunderabad","696.25","12.33","96.32","28.72","200.17","509055"
"VISAMAN","Rajkot","226.84","","7.59","","34.71",""
"VISASTEEL","Bhubaneswar","764.09","8.58","45.64","7.81","23.22","532721"
"VISESHINFO","New Delhi","128.33","","","3157.92","7248.91","532411"
"VISHAL","Ahmedabad","668.79","190.17","","301.92","","538598"
"VISHNU","Hyderabad","3389.32","9.42","114.75","15.90","193.45","516072"
"VISHNUINFR","Chennai","363.24","","11.48","","27.01",""
"VISHWARAJ","Belgaum Dist","169.91","64.00","374.02","123.06","653.45","542852"
"VISHWAS","Ahmedabad","48.10","","6.23","","10.11",""
"VISUALSOFT","Hyderabad","158.17","","","","","532214"
"VISUINTL","Hyderabad","0.19","","","","","590038"
"VITAL","Ahmedabad","156.88","","10.07","","14.91",""
"VIVIANA","Vadodara","957.77","","13.57","","10.54",""
"VIVIDHA","Mumbai","23.42","170.27","460.81","181.98","459.89","506146"
"VIVIMEDLAB","Bidar","40.63","","","","","532660"
"VIVO","New Delhi","15.32","","3.01","","3.00",""
"VLEGOV","Mumbai","230.68","71.20","463.18","85.46","457.23","543958"
"VLINFRA","Ahmedabad","40.85","","21.13","","24.50",""
